Business Name,Phone,Email,Website,Rating,Reviews,Category,Score,Priority,Tags,Address
"District Flooring & Restoration","(813) 690-1324","willislifsey@gmail.com","https://www.districtfloor.com/",5,14,"Flooring store",65,"medium","high-rated;ai-voice-fit;phone-available;email-available","3412 W Bay to Bay Blvd suite m, Tampa, FL 33629"
"Tampa Concrete And Construction","(813) 670-8876","contact@tampaconcreteconstruction.com","https://www.tampaconcreteconstruction.com/",5,10,"Concrete contractor",65,"medium","high-rated;ai-voice-fit;phone-available;email-available","5305 Reflections Club Dr Unit 4207, Tampa, FL 33634"
"Velez Concrete Construction","(813) 337-7792","","http://tampaconcretecontractor.com/",4,12,"Concrete contractor",65,"medium","weak-website;ai-voice-fit;phone-available",""
"Masters Bathroom Remodeling Tampa","(813) 535-5487","info@mastersbathroomremodelingtampa.com","https://mastersbathroomremodelingtampa.com/",5,9,"Bathroom remodeler",65,"medium","high-rated;ai-voice-fit;phone-available;email-available","501 E Kennedy Blvd, Tampa, FL 33602"
"Renovate Tampa Bay Home & Commercial Remodeling","(813) 285-4546","brianrogers@renovatetampabayllc.com","https://renovatetampafl.com/",4.6,20,"Contractor",65,"medium","high-rated;ai-voice-fit;phone-available;email-available",""
"The Partners Contracting Group Inc.","(727) 209-7661","info@tpcgroup.us","https://tpcgroup.us/",5,5,"General contractor",65,"medium","high-rated;ai-voice-fit;phone-available;email-available",""
"Full Circle Reconstruction - General Contractors Clearwater Florida | Construction Company","(941) 840-1102","info@fullcirclereconstruction.com","https://fullcirclereconstruction.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp",5,7,"General contractor",65,"medium","high-rated;ai-voice-fit;phone-available;email-available","912 Drew St #1006, Clearwater, FL 33755"
"Tommy Bath LLC","(813) 437-2863","info@tommybath.com","https://tommybath.com/",5,16,"Bathroom remodeler",65,"medium","high-rated;ai-voice-fit;phone-available;email-available",""
"Malphus and Son General Contractors, Inc.","(813) 273-0870","","https://malphusandson.com/",4.6,10,"General contractor",60,"medium","high-rated;ai-voice-fit;phone-available","1465 Tampa Park Plaza, Tampa, FL 33605"
"Brandon Concrete Contractors: Patios, Slabs, Foundations, Driveway Installation","(813) 722-1537","","https://www.wesleychapelconcretecontractors.com/brandon",5,3,"Concrete contractor",60,"medium","high-rated;ai-voice-fit;phone-available","912 Nina Elizabeth Cir apt 101, Brandon, FL 33510"
"Michael John Enterprises Inc","(727) 447-2000","info@mje84.com","https://mje84.com/",3.6,17,"General contractor",60,"medium","ai-voice-fit;phone-available;email-available","325 E Robertson St, Brandon, FL 33511"
"Davis Concrete Inc","(813) 961-5631","info@davisconcreteinc.com","https://www.davisconcreteinc.com/our-location/tampa/",3.7,16,"Concrete product supplier",60,"medium","ai-voice-fit;phone-available;email-available","5006 W Linebaugh Ave, Tampa, FL 33624"
"Sunshine Concrete Contractor Tampa","(813) 750-0680","info@proconcretecontractors.com","https://www.proconcretecontractors.com/concretecontractorstampa/",4.4,11,"Concrete contractor",60,"medium","ai-voice-fit;phone-available;email-available",""
"Pressure Washing Services Tampa","(813) 954-9208","","https://pressurewashingservicestampafl.com/",5,2,"Pressure washing service",60,"medium","high-rated;ai-voice-fit;phone-available","7402 N 56th St Suite 355, Tampa, FL 33617"
"My Florida Bath","(813) 513-9145","","https://www.myfloridabath.com/",4.9,16,"Bathroom remodeler",60,"medium","high-rated;ai-voice-fit;phone-available","13329 W Hillsborough Ave Unit 102, Tampa, FL 33635"
"D-Mar General Contracting & Development Inc","(727) 423-9969","info@d-mar.com","https://www.d-mar.com/",3.9,7,"General contractor",60,"medium","ai-voice-fit;phone-available;email-available","1453 S M.L.K. Jr Ave A, Clearwater, FL 33756"
"Coast to Coast Construction Group Inc.","(727) 922-7630","Office@cccg-us.com","https://www.cccg-us.com/",4.4,7,"General contractor",60,"medium","ai-voice-fit;phone-available;email-available","140 Island Way office #284, Clearwater, FL 33756"
"Ideal Remodeling","(813) 694-5439","","https://www.theidealremodeling.com/",5,14,"Bathroom remodeler",60,"medium","high-rated;ai-voice-fit;phone-available","8270 Woodland Center Blvd, Tampa, FL 33614"
"Florida Deck & Fence Experts LLC","(305) 781-3671","","https://www.floridadeckfence.com/",5,19,"Fence contractor",60,"medium","high-rated;ai-voice-fit;phone-available",""
"Sweeping Corp of America","(888) 793-3746","","https://www.sweepingcorp.com/?utm_source=local&utm_medium=google",2.3,3,"Sanitation service",55,"low","ai-voice-fit;phone-available",""
"Sutton Contracting","(813) 626-3700","","https://suttoncontracting.com/",4.3,14,"General contractor",55,"low","ai-voice-fit;phone-available","2808 Broadway Center Blvd, Brandon, FL 33510"
